Address Number,Alpha Name,Or Ty,Contract Number,Fund ,Fund,Cst Ctr / Job,Cost Center / Job,Obj Acct,Obj Account Description,2nd Item Number,2nd Item Number,Extended Price,Amount Received,Amount Open
200237,"ACTION-HOUSING, INC.",OS,47941,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"1,448,400.00",0.00,0.00
5521,COMMUNITY HUMAN SERVICES CORP.,OS,47942,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"1,185,000.00",0.00,0.00
5521,COMMUNITY HUMAN SERVICES CORP.,OS,47942,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"1,170,000.00",0.00,0.00
228212,VETERANS LEADERSHIP PROGRAM OF W. PA./,OS,47943,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"671,000.00",0.00,0.00
307710,NORTH HILLS COMMUNITY OUTREACH,OS,47944,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"603,429.00",0.00,0.00
307710,NORTH HILLS COMMUNITY OUTREACH,OS,47944,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"421,597.00",0.00,0.00
4523,URBAN LEAGUE OF GREATER PITTSBURGH,OS,479146,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"1,449,420.00",0.00,0.00
4523,URBAN LEAGUE OF GREATER PITTSBURGH,OS,479146,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"1,421,000.00",0.00,0.00
196716,"MICHAEL BAKER JR., INC.",OS,44835,40001,CAP PROJ - PROJ FUND,  4423301000,BROOKLINE BOULEVARD,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"2,000.00",0.00,0.00
196716,"MICHAEL BAKER JR., INC.",OS,44835,40001,CAP PROJ - PROJ FUND,  4423301000,BROOKLINE BOULEVARD,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"73,124.95",0.00,0.00
4523,URBAN LEAGUE OF GREATER PITTSBURGH,OS,47946,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"1,449,420.00",0.00,0.00
4523,URBAN LEAGUE OF GREATER PITTSBURGH,OS,47946,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"1,421,000.00",0.00,0.00
226748,NEIGHBORHOOD LEGAL SERVICES ASSN.,OS,47949,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"44,986.00",0.00,0.00
226748,NEIGHBORHOOD LEGAL SERVICES ASSN.,OS,47949,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"357,500.00",0.00,0.00
307901,"THREE RIVERS COMMUNITIES, INC.",OS,47955,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"243,150.00",0.00,0.00
307901,"THREE RIVERS COMMUNITIES, INC.",OS,47956,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"297,630.00",0.00,0.00
308199,ALLEGHENY COUNTY DEPT. OF HUMAN SERVICES,OS,48010,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"421,369.00",0.00,0.00
308199,ALLEGHENY COUNTY DEPT. OF HUMAN SERVICES,OS,48010,26090,HPRP,  1100269000,HPRP,53905,PREVENTION,1637,HOMELESS PREVENTION,"504,613.00",0.00,0.00
61954,NORFOLK SOUTHERN RAILWAY COMPANY,OS,49470,26010,CDBG FUND,  4023305206,SOUTH HIGHLAND AVENUE BRIDGE,57305,BRIDGES ROADS SEWERS,49470,S. HIGHLAND BRIDGE,"15,546.35","9,084.85",0.00
96200,"DEPASQUALE, PETER N. & MARIE",OS,42822,11101,GENERAL FUND,      420000,PW- BUREAU OF PW OPERATIONS,54501,LAND & BUILDINGS,1360,RENTAL (PROPERTIES & EQUIPMENT,"95,000.00","88,933.85",0.00
324189,LYNN WILLIAMS APARTMENTS,OS,49468,26010,CDBG FUND,  0123032110,LYNN WILLIAMS HIGH RISE,58101,GRANTS,49468,LYNN WILLIAMS APTS,"1,000.00","1,000.00",0.00
62332,GOODWILL OF SW PA/NORTHSIDE,OS,49477,26020,EMERGENCY SHELTERS PROG TF,  1125015110,EMERGENCY SHELTER - 2011,58101,GRANTS,49477,GOODWILL INDUSTRIES OF SW PA,"38,500.00",0.00,0.00
325678,"MONTANARO, ANTHONY J., CPA",OS,49150,11101,GENERAL FUND,      107000,FINANCE,53901,PROFESSIONAL SERVICES - CONVER,49150,ANTHONY MONTAUARO CPA,"6,000.00","6,000.00",0.00
302,GOODWILL OF SOUTHWESTERN PENNSYLVANIA,OS,49472,11101,GENERAL FUND,      210000,PS - ADMIN AND SUPPORT SERVICE,53901,PROFESSIONAL SERVICES - CONVER,49472,GOODWILL OF SW PA,"125,000.00","125,000.00",0.00
61882,PHIPPS CONSERVATORY & BOTANICAL GARDENS,OS,49495,11101,GENERAL FUND,      420000,PW- BUREAU OF PW OPERATIONS,55701,TRANSPORTATION,49495,WATER STORAGE TANK CLEANING,"7,500.00","7,500.00",0.00
311395,UPMC MERCY,OS,494813,11101,GENERAL FUND,      999300,NONDEPARTMENTAL - PERSONNEL RE,52309,LEGAL - W/C,525300,MEDICAL EXAMS,"65,823.20","13,265.00",0.00
7273,"DURA-SALES, INC.",OS,48614,40011,CAPITAL PROJECTS - 2006 BOND,  4023910309,SLOPE FAILURE REMEDIATION,56401,MATERIALS,1242,"MAINT. ,REPAIR &  OPERATIONAL","6,384.00","6,384.00",0.00
194809,LINDY PAVING,OS,48994,40011,CAPITAL PROJECTS - 2006 BOND,  4423900011,STREET RESURFACING,56401,MATERIALS,1453,ROAD PAVING / MAINT. MATERIALS,"77,259.74","77,259.74",0.00
63280,HEI-WAY LLC,OS,49449,40011,CAPITAL PROJECTS - 2006 BOND,  4423900011,STREET RESURFACING,56401,MATERIALS,1453,ROAD PAVING / MAINT. MATERIALS,"17,580.07","17,580.07",0.00
63247,NORFOLK SOUTHERN RAILWAY CO.,OS,49518,40011,CAPITAL PROJECTS - 2006 BOND,  4423101110,BRIDGE INSPECTION PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","5,500.00","5,500.00",0.00
1467,COMMUNITY TECHNICAL ASSISTANCE CENTER,OS,49523,26010,CDBG FUND,  1156900110,CITIZEN PARTICIPATION,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"162,000.00",0.00,0.00
1467,COMMUNITY TECHNICAL ASSISTANCE CENTER,OS,49523,26010,CDBG FUND,  1156900110,CITIZEN PARTICIPATION,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"5,000.00",0.00,0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,49498,26010,CDBG FUND,  0167146110,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"202,889.00",0.00,0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,49498,26010,CDBG FUND,  0167146110,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"2,000.00",0.00,0.00
62738,PITTSBURGH COMMUNITY SVCS./SAFETY,OS,49499,26010,CDBG FUND,  0221391110,PGH. COMM. SERVICE- SAFETY,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"50,000.00",0.00,0.00
62738,PITTSBURGH COMMUNITY SVCS./SAFETY,OS,49499,26010,CDBG FUND,  0221391110,PGH. COMM. SERVICE- SAFETY,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"70,000.00",0.00,0.00
193871,CHILDREN'S MUSEUM OF PITTSBURGH,OS,49500,26010,CDBG FUND,  0123101110,CHILDREN'S MUSEUM OF PITTSBURG,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"10,000.00",0.00,0.00
320657,"MCTISH, KUNKEL & ASSOCIATES",OS,49507,26010,CDBG FUND,  4023305206,SOUTH HIGHLAND AVENUE BRIDGE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","18,422.83",0.00,0.00
3919,SABRE EQUIPMENT INC,OS,48787,40011,CAPITAL PROJECTS - 2006 BOND,  2326736909,IN-CAR CAMERA SYSTEM,56501,PARTS,556600,REPAIRS-EQUIPMENT,165.12,165.12,0.00
63280,HEI-WAY LLC,OS,49449,40011,CAPITAL PROJECTS - 2006 BOND,  4423900011,STREET RESURFACING,56401,MATERIALS,1453,ROAD PAVING / MAINT. MATERIALS,"3,757.21","3,757.21",0.00
322195,"BEECH CONSTRUCTION, INC.",OS,48966,40001,CAP PROJ - PROJ FUND,  4067389040,MCARDLE VIADUCT #1 CONSTRUCTIO,57201,BUILDING CONSTRUCTION,1195,CONSTRUCTION & RELATED SERVICE,"43,449.54","43,449.54",0.00
322195,"BEECH CONSTRUCTION, INC.",OS,48966,40011,CAPITAL PROJECTS - 2006 BOND,  4067389040,MCARDLE VIADUCT #1 CONSTRUCTIO,57201,BUILDING CONSTRUCTION,1195,CONSTRUCTION & RELATED SERVICE,"2,286.82","2,286.82",0.00
322195,"BEECH CONSTRUCTION, INC.",OS,48966,40001,CAP PROJ - PROJ FUND,  4067389040,MCARDLE VIADUCT #1 CONSTRUCTIO,57201,BUILDING CONSTRUCTION,1195,CONSTRUCTION & RELATED SERVICE,"3,033,770.60","3,033,770.60",0.00
322195,"BEECH CONSTRUCTION, INC.",OS,48966,40011,CAPITAL PROJECTS - 2006 BOND,  4067389040,MCARDLE VIADUCT #1 CONSTRUCTIO,57201,BUILDING CONSTRUCTION,1195,CONSTRUCTION & RELATED SERVICE,"159,762.13","159,672.13",0.00
293682,"PARSONS BRINCKERHOFF, INC.",OS,47390,40001,CAP PROJ - PROJ FUND,  4433052040,SOUTH HIGHLAND AVE BRIDGE,53701,REPAIRS,1154,PROFESSIONAL SERVICES,"79,604.84","79,604.84",0.00
293682,"PARSONS BRINCKERHOFF, INC.",OS,47390,26010,CDBG FUND,  4433052040,SOUTH HIGHLAND AVE BRIDGE,53701,REPAIRS,1154,PROFESSIONAL SERVICES,"91,140.06","62,055.81",0.00
208474,"GROUND TECHNOLOGY, INC.",OS,46464,28003,ARAD-PUBLIC WORKS,      500000,PARKS AND RECREATION,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"8,692.50",0.00,0.00
664,URBAN REDEVELOPMENT AUTHORITY,OS,48783,40011,CAPITAL PROJECTS - 2006 BOND,  8267288040,NEIGHBORHOOD ECONOMIC DEVELOPM,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"501,000.00","501,000.00",0.00
664,URBAN REDEVELOPMENT AUTHORITY,OS,48783,40011,CAPITAL PROJECTS - 2006 BOND,  8267288040,NEIGHBORHOOD ECONOMIC DEVELOPM,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"550,000.00","550,000.00",0.00
308199,ALLEGHENY COUNTY DEPT. OF HUMAN SERVICES,OS,48010,26090,HPRP,  1100269000,HPRP,58101,GRANTS,1637,HOMELESS PREVENTION,"131,004.89","61,132.54",0.00
107576,"PLAVCHAK CONSTRUCTION CO., INC.",OS,49095,40011,CAPITAL PROJECTS - 2006 BOND,  4026734810,BALL FIELD LIGHTING,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","98,713.56","98,713.56",0.00
305304,"MICHAEL BAKER, JR., INC.",OS,48588,40001,CAP PROJ - PROJ FUND,  4067292080,BATES STREET/2ND AVE,53701,REPAIRS,1154,PROFESSIONAL SERVICES,"44,649.07","40,099.72",0.00
305304,"MICHAEL BAKER, JR., INC.",OS,48588,40001,CAP PROJ - PROJ FUND,  4067292080,BATES STREET/2ND AVE,53701,REPAIRS,1154,PROFESSIONAL SERVICES,832.01,832.01,0.00
310722,JOHNSTONE SUPPLY,OS,494821,40011,CAPITAL PROJECTS - 2006 BOND,  4022700311,BUILDING MAINTENANCE PROG,56401,MATERIALS,1242,"MAINT. ,REPAIR &  OPERATIONAL",677.24,677.24,0.00
79508,SCOTT ELECTRIC,OS,494830,40011,CAPITAL PROJECTS - 2006 BOND,  4426740810,TRAFFIC SIGNAL HARDWARE,56401,MATERIALS,1242,"MAINT. ,REPAIR &  OPERATIONAL",734.79,734.79,0.00
673,WATER HEATER,OS,494848,40011,CAPITAL PROJECTS - 2006 BOND,  4024200009,POOL REHABILITATION,56401,MATERIALS,1242,"MAINT. ,REPAIR &  OPERATIONAL",866.25,866.25,0.00
63280,HEI-WAY LLC,OS,49449,40011,CAPITAL PROJECTS - 2006 BOND,  4423900011,STREET RESURFACING,56401,MATERIALS,1453,ROAD PAVING / MAINT. MATERIALS,"13,748.84","13,748.84",0.00
119,WW GRAINGER INCORPORATED,OS,494856,40011,CAPITAL PROJECTS - 2006 BOND,  4024200009,POOL REHABILITATION,56401,MATERIALS,1242,"MAINT. ,REPAIR &  OPERATIONAL",557.28,557.28,0.00
5926,"MICHAEL FACCHIANO CONTRACTING, INC.",OS,48886,40011,CAPITAL PROJECTS - 2006 BOND,  4423101110,BRIDGE INSPECTION PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,557.04","2,557.04",0.00
19226,"MATCON DIAMOND, INC.",OS,48519,40011,CAPITAL PROJECTS - 2006 BOND,  4039000090,STREET RESURFACING,56401,MATERIALS,1537,ROAD PAVING / MAINT. MATERIALS,"9,679.50","9,679.50",0.00
310474,NEVILLE TERMINAL SERVICES LLC,OS,49017,40011,CAPITAL PROJECTS - 2006 BOND,  4039103060,SLOPE FAILURE REMEDIATION,56401,MATERIALS,1242,"MAINT. ,REPAIR &  OPERATIONAL","1,661.45","1,661.45",0.00
89558,JOHN WEINSTEIN,OS,49192,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5026,JDE ERP HELP&SUPPORT SERVICES,"1,100,000.00",0.00,0.00
64122,SMITH & BOWEN,OS,48972,28050,SENIOR CITIZENS PROG TF,      500000,PARKS AND RECREATION,54501,LAND & BUILDINGS,1154,PROFESSIONAL SERVICES,"55,753.67","55,753.67",0.00
64122,SMITH & BOWEN,OS,48972,28050,SENIOR CITIZENS PROG TF,      500000,PARKS AND RECREATION,54501,LAND & BUILDINGS,1154,PROFESSIONAL SERVICES,"52,198.83","52,198.83",0.00
309958,"OKOYE, CLEMENT",OS,49228,28050,SENIOR CITIZENS PROG TF,      500000,PARKS AND RECREATION,54501,LAND & BUILDINGS,1154,PROFESSIONAL SERVICES,"18,450.00","18,450.00",0.00
309958,"OKOYE, CLEMENT",OS,49228,28050,SENIOR CITIZENS PROG TF,      500000,PARKS AND RECREATION,54501,LAND & BUILDINGS,1154,PROFESSIONAL SERVICES,"36,900.00","36,900.00",0.00
8250,BOYS & GIRLS CLUBS OF WESTERN PA,OS,49251,28050,SENIOR CITIZENS PROG TF,  5000285000,SENIOR CITEZENS PROG TF,54501,LAND & BUILDINGS,1154,PROFESSIONAL SERVICES,"12,000.00","12,000.00",0.00
309949,ROBERT HALF MANAGEMENT RESOURCES,OS,48325,78722,CONTROLLER'S FIN MAGMT. I.S.,      106000,CITY CONTROLLER,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"2,905.42","2,884.56",0.00
8247,RUSSELL STANDARD CORPORATION,OS,49145,40011,CAPITAL PROJECTS - 2006 BOND,  4423900011,STREET RESURFACING,56401,MATERIALS,1453,ROAD PAVING / MAINT. MATERIALS,"3,538.86","3,538.86",0.00
47256,"ASSOCIATED INVESTORS, INC.",OS,37975,11101,GENERAL FUND,      999900,CIVILIAN REVIEW BOARD,54501,LAND & BUILDINGS,561800,RENT-OFFICE,"60,000.00","60,000.00",0.00
196716,"MICHAEL BAKER JR., INC.",OS,44835,40001,CAP PROJ - PROJ FUND,  4423301000,BROOKLINE BOULEVARD,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"277,989.68","277,989.68",0.00
196716,"MICHAEL BAKER JR., INC.",OS,46113,40011,CAPITAL PROJECTS - 2006 BOND,  4031011110,BRIDGE INSPECTION PROGRAM,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"37,748.19","37,748.19",0.00
155852,TRANS ASSOCIATES ENGINEERING CONSULTANTS,OS,46939,40001,CAP PROJ - PROJ FUND,  4026722203,CBD SIGNAL UPGRADES,53901,PROFESSIONAL SERVICES - CONVER,1155,CONSTRUCTION SERVICES,"2,157.29","2,157.29",0.00
155852,TRANS ASSOCIATES ENGINEERING CONSULTANTS,OS,46939,40011,CAPITAL PROJECTS - 2006 BOND,  4026722203,CBD SIGNAL UPGRADES,53901,PROFESSIONAL SERVICES - CONVER,1155,CONSTRUCTION SERVICES,"25,000.00","25,000.00",0.00
155852,TRANS ASSOCIATES ENGINEERING CONSULTANTS,OS,46939,40011,CAPITAL PROJECTS - 2006 BOND,  4026722203,CBD SIGNAL UPGRADES,53901,PROFESSIONAL SERVICES - CONVER,1155,CONSTRUCTION SERVICES,"71,951.53","71,951.53",0.00
119,WW GRAINGER INCORPORATED,OS,48768,40011,CAPITAL PROJECTS - 2006 BOND,  4024200009,POOL REHABILITATION,56401,MATERIALS,1242,"MAINT. ,REPAIR &  OPERATIONAL","1,656.90","1,656.90",0.00
81009,"MS CONSULTANTS, INC.",OS,46481,40001,CAP PROJ - PROJ FUND,  4005901090,EAST LIBERTY - PENN CIRCLE,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"44,005.82","9,693.00",0.00
81009,"MS CONSULTANTS, INC.",OS,46481,40001,CAP PROJ - PROJ FUND,  4005901090,EAST LIBERTY - PENN CIRCLE,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"30,000.00",0.00,0.00
304837,STAPLES ADVANTAGE,OS,48454,40011,CAPITAL PROJECTS - 2006 BOND,  4423900011,STREET RESURFACING,56101,OFFICE SUPPLIES,1487,OFFICE PRODUCTS / SUPPLIES,566.84,566.84,0.00
23014,LAWRENCEVILLE/BLOOMFIELD MEALS ON WHEELS,OS,49501,26010,CDBG FUND,  0129962110,LAWRENCEVILLE BLOOMFIELD MEALS,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"7,000.00",0.00,0.00
23014,LAWRENCEVILLE/BLOOMFIELD MEALS ON WHEELS,OS,49501,26010,CDBG FUND,  0129962110,LAWRENCEVILLE BLOOMFIELD MEALS,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"2,500.00",0.00,0.00
138286,BRIGHTON HEIGHTS MEALS ON WHEELS,OS,49502,26010,CDBG FUND,  0129938110,BRIGHTON HEIGHTS MEALS ON WHEE,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"1,500.00",0.00,0.00
138286,BRIGHTON HEIGHTS MEALS ON WHEELS,OS,49502,26010,CDBG FUND,  0129938110,BRIGHTON HEIGHTS MEALS ON WHEE,58101,GRANTS,1593,COMMUNITY DEVELOPMENT,"2,500.00",0.00,0.00
63888,JEWISH HEALTHCARE FOUNDATION OF PGH.,OS,49546,26050,HOPWA,  1116302110,HOPWA,58101,GRANTS,2645,HOUSING PERSON WITH AIDS,"729,568.00","729,568.00",0.00
208474,"GROUND TECHNOLOGY, INC.",OS,46464,40001,CAP PROJ - PROJ FUND,      500000,PARKS AND RECREATION,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"62,975.10","62,975.10",0.00
102532,COSTA CONTRACTING INC.,OS,43262,40001,CAP PROJ - PROJ FUND,  4039103060,SLOPE FAILURE REMEDIATION,57201,BUILDING CONSTRUCTION,1155,CONSTRUCTION SERVICES,"21,233.17",0.00,0.00
336227,"INDUSTRIAL/ORGANIZATIONAL SOLUTIONS, INC",OS,49463,11101,GENERAL FUND,      109000,PERSONNEL/CIVIL SERVICE,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"34,376.47","34,376.47",0.00
63642,GEXPRO,OS,49450,29040,GRANTS FUND,  0229400058,PEDA STREETLIGHT CONVERSION,56401,MATERIALS,1284,INFRASTRUCTURE.STREET LIGHTS,"810,188.98","810,188.98",0.00
63669,KING LUMINAIRE,OS,47662,28085,GREEN INITIATIVE TRUST FUND,  1020288500,GREEN INITIATIVE TRUST FUND,54601,ELECTRIC,1284,INFRASTRUCTURE.STREET LIGHTS,"486,322.00","486,322.00",0.00
253888,"EISLER LANDSCAPES, INC.",OS,49433,29040,GRANTS FUND,  0229400033,DCED BUSINESS DISTRICT IMPROV,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","15,035.50","15,035.50",0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,49498,26010,CDBG FUND,  0167146110,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,5170,05W.CDBG,"202,889.00","202,889.00",0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,49498,26010,CDBG FUND,  0167146110,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,5170,05W.CDBG,"2,000.00","2,000.00",0.00
62738,PITTSBURGH COMMUNITY SVCS./SAFETY,OS,49499,26010,CDBG FUND,  0221391110,PGH. COMM. SERVICE- SAFETY,58101,GRANTS,5109,05I.CDBG,"50,000.00","50,000.00",0.00
62738,PITTSBURGH COMMUNITY SVCS./SAFETY,OS,49499,26010,CDBG FUND,  0221391110,PGH. COMM. SERVICE- SAFETY,58101,GRANTS,5109,05I.CDBG,"70,000.00","70,000.00",0.00
193871,CHILDREN'S MUSEUM OF PITTSBURGH,OS,49500,26010,CDBG FUND,  0123101110,CHILDREN'S MUSEUM OF PITTSBURG,58101,GRANTS,5104,05D.CDBG,"10,000.00","10,000.00",0.00
1467,COMMUNITY TECHNICAL ASSISTANCE CENTER,OS,49523,26010,CDBG FUND,  1156900110,CITIZEN PARTICIPATION,58101,GRANTS,5157,21A.CDBG,"162,000.00","162,000.00",0.00
1467,COMMUNITY TECHNICAL ASSISTANCE CENTER,OS,49523,26010,CDBG FUND,  1156900110,CITIZEN PARTICIPATION,58101,GRANTS,5157,21A.CDBG,"5,000.00","5,000.00",0.00
166848,MARIANI & RICHARDS INC,OS,49153,40011,CAPITAL PROJECTS - 2006 BOND,  1227003010,BUILDING IMPROVEMENTS - DGS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","20,899.90","20,899.90",0.00
63925,CDM SMITH INC,OS,49551,40011,CAPITAL PROJECTS - 2006 BOND,  4026722207,CBD SIGNAL UPGRADES,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","68,048.47","68,048.47",0.00
205055,SAI CONSULTING ENGINEERS INC,OS,48586,40011,CAPITAL PROJECTS - 2006 BOND,  4067292080,BATES STREET/2ND AVE,57201,BUILDING CONSTRUCTION,1155,CONSTRUCTION SERVICES,"3,604.90",0.00,0.00
205055,SAI CONSULTING ENGINEERS INC,OS,48586,40011,CAPITAL PROJECTS - 2006 BOND,  4067292080,BATES STREET/2ND AVE,57201,BUILDING CONSTRUCTION,1155,CONSTRUCTION SERVICES,11.50,0.00,0.00
298172,"O'BRIEN, RULIS & BOCHICCHIO, L.L.C.",OS,47729,11101,GENERAL FUND,      999300,NONDEPARTMENTAL - PERSONNEL RE,52309,LEGAL - W/C,1154,PROFESSIONAL SERVICES,"50,000.00",0.00,0.00
312307,"UPMC BENEFITS MGMT. SVCS., INC. d/b/a",OS,48473,11101,GENERAL FUND,      999300,NONDEPARTMENTAL - PERSONNEL RE,52309,LEGAL - W/C,1154,PROFESSIONAL SERVICES,"258,560.96",0.00,0.00
309954,"AECOM TECHNICAL SERVICES, INC.",OS,48329,40011,CAPITAL PROJECTS - 2006 BOND,  4026734407,BROWN'S HILL ROAD,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"46,972.25","46,972.25",0.00
309954,"AECOM TECHNICAL SERVICES, INC.",OS,48329,40011,CAPITAL PROJECTS - 2006 BOND,  4026734407,BROWN'S HILL ROAD,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"2,307.99","2,307.99",0.00
309954,"AECOM TECHNICAL SERVICES, INC.",OS,48329,40001,CAP PROJ - PROJ FUND,  4026734407,BROWN'S HILL ROAD,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"9,232.04","9,232.04",0.00
309954,"AECOM TECHNICAL SERVICES, INC.",OS,48329,40001,CAP PROJ - PROJ FUND,  4026734407,BROWN'S HILL ROAD,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"187,889.00","187,889.00",0.00
664,URBAN REDEVELOPMENT AUTHORITY,OS,48343,40001,CAP PROJ - PROJ FUND,  8267290060,NEIGHBHD HOUSING INITIATIVE,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"1,136,508.41","1,136,508.41",0.00
70058,"GENERAL RECREATION, INC.",OS,48359,40011,CAPITAL PROJECTS - 2006 BOND,  5067355080,SPLASH ZONS,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"10,369.50",0.00,0.00
293769,BUCHANAN INGERSOLL & ROONEY -,OS,48371,11101,GENERAL FUND,      108000,LAW,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"4,894.85","4,894.85",0.00
310353,"KELLY HAYDEN, L.L.C.",OS,48373,11101,GENERAL FUND,      220000,PS - EMERGENCY MED SERVICES,55305,PROMOTIONAL,1154,PROFESSIONAL SERVICES,"1,000.00",0.00,0.00
310565,"T&B PLANNING, INC.",OS,48403,40011,CAPITAL PROJECTS - 2006 BOND,  1167383110,CULTURAL HERITAGE PLAN,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"14,317.57","14,317.57",0.00
311705,"MOORE IACOFANO GOLTSMAN, INC.",OS,48461,40011,CAPITAL PROJECTS - 2006 BOND,  1167373090,COMPREHENSIVE PLANS,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"55,309.78","55,309.78",0.00
205055,SAI CONSULTING ENGINEERS INC,OS,48531,40011,CAPITAL PROJECTS - 2006 BOND,  4039103060,SLOPE FAILURE REMEDIATION,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"148,823.95","7,006.17",0.00
311161,ANIMAL RESCUE LEAGUE OF W PA INC,OS,48564,11101,GENERAL FUND,      280000,PS - BUREAU OF ANIMAL CARE AND,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"18,756.00","18,756.00",0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561800,RENT-OFFICE,"30,280.44","30,280.44",0.00
63280,HEI-WAY LLC,OS,49449,40011,CAPITAL PROJECTS - 2006 BOND,  4423900011,STREET RESURFACING,56401,MATERIALS,1453,ROAD PAVING / MAINT. MATERIALS,"4,022.62","4,022.62",0.00
9149,LGA PARTNERS LP,OS,48831,40011,CAPITAL PROJECTS - 2006 BOND,  4426739910,ARCHITECTURAL ENG SERV,53901,PROFESSIONAL SERVICES - CONVER,1154,PROFESSIONAL SERVICES,"9,125.24","9,125.24",0.00
