Contract Type,Agreement #,JDE Vendor #,Submitting Department/Division,Vendor Name,Start Date,End Date,Executive Action #,Box #,Transaction Type,Year,Requestor Email,Contract Status,OK to Show Web
OS,180126,666809,PUBLIC WORKS CAPITAL,CARMEN PALIOTTA CONTRACTING IN,8/24/2015,7/14/2016,6353-15,267,,,,CONTRACT REVIEW,Y
OU,181304,139859,ECONOMIC DEVELOPMENT,TURTLE CREEK VALLEY COG,8/28/2015,6/30/2016,6442-15,268,,,,CONTRACT REVIEW,Y
OJ,179697,2209552,PARKS,RED BULL NORTH AMERICA INC,8/28/2015,8/29/2015,6311-15,266,,,,CONTRACT REVIEW,Y
OU,179397,1616170,HEALTH,MILLER W TYRONE DBA CHAMPIONSH,8/30/2015,2/28/2016,6189-15,265,,,,CONTRACT REVIEW,Y
PI,48320,123440,PURCHASING,BOB BARKER,8/31/2015,4/22/2016,,270,,,,CONTRACT REVIEW,Y
OU,180067,2206924,NON-DEPT EXPENDITURES,KRAEMER MANES  ASSOCIATES,8/31/2015,8/31/2015,6425-15,267,,,,CONTRACT REVIEW,Y
OU,179561,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179562,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179565,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179552,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,3/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179560,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179554,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179555,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179558,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,179559,139965,HUMAN SERVICES,UNIVERSITY OF PITTSBURGH,8/31/2015,8/31/2018,6376-15,265,,,,CONTRACT REVIEW,Y
OU,182585,2224514,HUMAN SERVICES,UNIVERSITY OF SOUTHERN CALIFOR,9/1/2015,6/30/2017,6616-15,270,,,,CONTRACT REVIEW,
OU,182486,121900,ECONOMIC DEVELOPMENT,ALLEGHENY VALLEY NORTH COG,9/1/2015,6/30/2016,6444-15,270,,,,CONTRACT REVIEW,
OU,182070,2227562,JAIL,LOSE JEFFREY R OD DBA INSTITUT,9/1/2015,8/31/2016,6378-15,270,,,,CONTRACT REVIEW,Y
OU,182349,2220360,HEALTH,BRYSON ERICA DANIELLE,9/1/2015,7/18/2016,6448-15,270,,,,CONTRACT REVIEW,Y
OU,182347,2218616,HEALTH,TURNER WARREN TENNEH,9/1/2015,6/30/2016,6496-15,270,,,,CONTRACT REVIEW,Y
OU,182085,2216834,ECONOMIC DEVELOPMENT,SUNSTRATA LLC,9/1/2015,8/31/2016,6482-15,270,,,,CONTRACT REVIEW,Y
PI,182081,124397,ECONOMIC DEV,CHAR-WEST COUNCIL OF GOVERNMENT,9/1/2015,6/30/2016,6479-15,270,,,,CONTRACT REVIEW,
OU,182091,138658,ECONOMIC DEVELOPMENT,STEEL VALLEY COG,9/1/2015,6/30/2016,6480-15,270,,,,CONTRACT REVIEW,
OU,182085,2216834,ECONOMIC DEVELOPMENT,SUNSTRATA LLC,9/1/2015,8/31/2016,6482-15,270,,,,CONTRACT REVIEW,
OU,182066,2225870,PARKS,SANTAMARIA LANDSCAPE & CEMENT,9/1/2015,12/31/2015,6397-15,270,,,,CONTRACT REVIEW,Y
OU,182222,2214655,JAIL,ALLEGHENY HEALTH NETWORK,9/1/2015,8/31/2020,6762-15,270,,,,CONTRACT REVIEW,Y
OU,182132,133498,JAIL,MAXIM HEALTHCARE SERVICES,9/1/2015,2/29/2016,6532-15,270,,,,CONTRACT REVIEW,Y
PI,48596,199021,PURCAHSING,CHEMUNG SUPPLY,9/1/2015,8/31/2016,,270,,,,CONTRACT REVIEW,
OU,182024,134852,ECONOMIC DEVELOPMENT,NORTH HILLS COG,9/1/2015,6/30/2016,6540-15,269,,,,CONTRACT REVIEW,Y
OU,182028,139859,ECONOMIC DEVELOPMENT,TURTLE CREEK VALLEY COG,9/1/2015,6/30/2016,6481-15,269,,,,CONTRACT REVIEW,Y
OU,182017,136336,ECONOMIC DEVELOPMENT,QUAKER VALLEY COG,9/1/2015,8/31/2016,6417-15,269,,,,CONTRACT REVIEW,Y
OU,181978,140682,JAIL,WESTERN PSYCHIATRIC INSTITUTE,9/1/2015,11/30/2015,6642-15,269,,,,CONTRACT REVIEW,Y
OU,182025,134852,ECONOMIC DEVELOPMENT,NORTH HILLS COG,9/1/2015,6/30/2016,6510-15,269,,,,CONTRACT REVIEW,Y
OU,181819,2225861,JAIL,THERAFUSION LLC,9/1/2015,8/31/2016,6384-15,269,,,,CONTRACT REVIEW,Y
OU,181759,138738,HEALTH,STERIS CORPORATION,9/1/2015,8/31/2016,6080-15,269,,,,CONTRACT REVIEW,Y
OU,181796,2225848,JAIL,CHARDONNAY DIALYSIS INC,9/1/2015,8/31/2016,638115,269,,,,CONTRACT REVIEW,Y
OU,181488,1690818,COURT OF COMMON PLEAS,SCHENLEY CENTER ASSOC LP DBA R,9/1/2015,8/31/2017,6456-15,269,,,,CONTRACT REVIEW,Y
OU,181303,121900,ECONOMIC DEVELOPMENT,ALLEGHENY VALLEY NORTH COG,9/1/2015,6/30/2016,6443-15,268,,,,CONTRACT REVIEW,Y
OU,181230,2070999,SHUMAN CENTER,DAVIDSON CAMILLE,9/1/2015,6/30/2016,6574-15,269,,,,CONTRACT REVIEW,Y
OU,181228,2199102,SHUMAN CENTER,LEWIS JACQUELYN,9/1/2015,6/30/2016,6574-15,269,,,,CONTRACT REVIEW,Y
OU,181405,136213,HUMAN SERVICES,PRIMARY CARE HEALTH,9/1/2015,8/31/2016,5224-15,269,,,,CONTRACT REVIEW,
PI,48584,2121953,PURCHASING,NATIONAL RESTAURANT ASSOC,9/1/2015,12/31/2016,,269,,,,CONTRACT REVIEW,Y
OU,180501,121900,ECONOMIC DEVELOPMENT,ALLEGHENY VALLEY NORTH COG,9/1/2015,8/31/2016,6418-15,268,,,,CONTRACT REVIEW,Y
OU,180644,133695,HUMAN SERVICES,MERCY LFE CENTER CORP,9/1/2015,8/31/2016,5224-15,268,,,,CONTRACT REVIEW,Y
OU,180490,2213000,COURT OF COMMON PLEAS,ZELEZNIK RICHARD G JR,9/1/2015,12/31/2016,6405-15,268,,,,CONTRACT REVIEW,Y
PI,48572,CITY ONLY,PURCHASING,EASTERN MEDICAL EQUIPMENT,9/1/2015,8/31/2018,,268,,,,CONTRACT REVIEW,Y
OU,180343,140282,HUMAN SERVICES,VETERANS LEADERSHIP PROGRAM OF,9/1/2015,8/31/2016,5223-15,267,,,,CONTRACT REVIEW,Y
OU,180306,2220380,JAIL,CORRECTIONAL DENTAL ASSOCIATES,9/1/2015,8/31/2016,6383-15,267,,,,CONTRACT REVIEW,Y
OU,180147,142110,SHUMAN CENTER,SMITH-RUSSELL DENISE,9/1/2015,6/30/2016,6261-15,267,,,,CONTRACT REVIEW,Y
OU,180235,2213423,HEALTH,SHADYSIDE HOSPITAL FOUNDATION,9/1/2015,12/31/2016,6360-15,267,,,,CONTRACT REVIEW,Y
PI,48558,2216828,PURCHASING,PINE ENVIRONMENTAL SERV,9/1/2015,8/31/2016,,267,,,,CONTRACT REVIEW,Y
OU,179514,1594239,COURT OF COMMON PLEAS,CBS BROADCASTING INC DBA KDKA-,9/1/2015,8/31/2016,5929-15,265,,,,CONTRACT REVIEW,Y
OU,179268,1821004,TREASURER,MARBURY GROUP,9/1/2015,12/31/2018,6328-15,264,,,,CONTRACT REVIEW,Y
PI,48158,134845,PURCHASING,NORTH EASTERN UNIFORMS,9/1/2015,8/31/2016,5840-15,264,,,,CONTRACT REVIEW,Y
PI,47880,139918,PURCHAISNG,UNITED GRAPHICS FROMS & SYSTEMS,9/1/2015,8/31/2016,5705-15,264,,,,CONTRACT REVIEW,Y
PI,48074,1134695,PURCHAISNG,KNEPPER PRESS CORP,9/1/2015,8/31/2016,5705-15,264,,,,CONTRACT REVIEW,Y
PI,47879,1542601,PURCHASING,RR CONNELLEY,9/1/2015,8/31/2016,5705-15,264,,,,CONTRACT REVIEW,Y
OU,178682,1960661,SHUMAN CENTER,BOSTWICK ANNE SHERRAD,9/1/2015,6/30/2016,6262-15,263,,,,CONTRACT REVIEW,Y
OU,178698,1831392,SHUMAN CENTER,BROWN KEILIN JOSEPH AARON,9/1/2015,6/30/2016,6260-15,262,,,,CONTRACT REVIEW,Y
OU,178694,1733793,SHUMAN CENTER,MOODY ELIZABETH,9/1/2015,6/30/2016,6260-15,262,,,,CONTRACT REVIEW,Y
OU,178695,1605959,SHUMAN CENTER,FLORIDA GERALDINE,9/1/2015,6/30/2016,6260-15,262,,,,CONTRACT REVIEW,Y
OU,178697,1517725,SHUMAN CENTER,LACROIX CHRISTINE,9/1/2015,6/30/2016,6260-15,262,,,,CONTRACT REVIEW,Y
OU,178643,1680669,SHUMAN CENTER,MCCORKLE THERESA,9/1/2015,6/30/2016,6260-15,261,,,,CONTRACT REVIEW,Y
OU,178642,1831393,SHUMAN CENTER,DUMAS KLOP BRENDAN,9/1/2015,6/30/2016,6260-15,261,,,,CONTRACT REVIEW,Y
OU,178457,2120449,HEALTH,MCNABOE JENNIFER,9/1/2015,5/15/2016,6147-15,261,,,,CONTRACT REVIEW,Y
OU,178464,99999999,HEALTH,TREASURER OF ALLEG CO,9/1/2015,8/31/2016,6144-15,261,,,,CONTRACT REVIEW,Y
OU,173040,123253,HUMAN SERVICES,BETHLEHEM HAVEN,9/1/2015,8/31/2016,5223-15,253,,,,CONTRACT REVIEW,Y
OU,172915,121563,HUMAN SERVICES,ACTION HOUSING  INC,9/1/2015,8/31/2016,5223-15,253,,,,CONTRACT REVIEW,Y
OU,182482,2229544,HEALTH,KANE TYLER S,9/14/2015,6/30/2016,6487-15,270,,,,CONTRACT REVIEW,Y
OJ,180308,645215,POLICE,SABLE STEPHEN J.,9/14/2015,9/14/2015,6508-15,267,,,,CONTRACT REVIEW,Y
PI,48368,199090,PURCHASING,T.R.LAST INC,9/15/2015,11/14/2015,,269,,,,CONTRACT REVIEW,Y
OU,182711,2231706,HEALTH,CRUZ MARIA T,9/21/2015,6/30/2016,6571-15,270,,,,CONTRACT REVIEW,Y
OU,182050,2224370,PUBLIC WORKS CAPITAL,WADE ASSOCIATES LLC,9/21/2015,12/31/2015,6554-15,269,,,,CONTRACT REVIEW,Y
OJ,182530,139869,PUBLIC WORKS CAPITAL,TWP OF ROBINSON-MUNI AUTH,9/22/2015,12/31/2015,6592-15,270,,,,CONTRACT REVIEW,Y
OU,180515,2186871,PARKS,PENN WIDE SETTLEMENT SERVICES,9/23/2015,9/30/2015,6562-15,268,,,,CONTRACT REVIEW,Y
PI,48570,2221986,PURCHASING,ENDURA LLC,9/25/2015,7/31/2016,,268,,,,CONTRACT REVIEW,Y
PI,48451,128462,PURCHASING,GROFF TRACTOR & EQUIPMENT,9/30/2015,9/30/2016,,269,,,,CONTRACT REVIEW,Y
OU,182705,1802437,COURT OF COMMON PLEAS,URBAN INSTITUTE,10/1/2015,9/30/2018,6600-15,270,,,,CONTRACT REVIEW,
OU,182707,133606,HEALTH,MEDELA INC,10/1/2015,9/30/2016,6388-15,270,,,,CONTRACT REVIEW,Y
OU,182483,126594,HEALTH,ECHO INTERNATIONAL,10/1/2015,12/31/2016,6587-15,270,,,,CONTRACT REVIEW,Y
OU,182348,2186799,HEALTH,PREVENT CHILD ABUSE AMERICA,10/1/2015,12/31/2016,6542-15,270,,,,CONTRACT REVIEW,Y
OU,182346,2186799,HEALTH,PREVENT CHILD ABUSE AMERICA,10/1/2015,12/31/2016,6543-15,270,,,,CONTRACT REVIEW,Y
OU,182344,124214,HEALTH,CENTER FOR HEARING AND DEAF SE,10/1/2015,12/31/2016,6488-15,270,,,,CONTRACT REVIEW,Y
OU,182069,1603362,HUMAN SERVICES,NUTRITION INC,10/1/2015,9/30/2016,6530-15,270,,,,CONTRACT REVIEW,Y
PI,48593,121948,PURCHASING,ALLEGHENY INSTALLATION,10/1/2015,9/30/2016,,270,,,,CONTRACT REVIEW,Y
PI,48384,199030,PURCHASING,DAY AUTOMOTIVE GROUP,10/1/2015,9/30/2016,,269,,,,CONTRACT REVIEW,Y
OU,182056,641470,ADMINISTRATIVE SERVICES,CLEVELAND BROTHERS EQUIPMENT C,10/1/2015,9/30/2019,6603-15,269,,,,CONTRACT REVIEW,Y
OU,181841,2226683,FACILITIES MANAGEMENT,DLA ARCHITECTURE  INTERIOR DE,10/1/2015,9/30/2018,6578-15,269,,,,CONTRACT REVIEW,Y
OU,181841,2226683,FACILITIES MANAGEMENT,DLA ARCHITECTURE  INTERIOR DE,10/1/2015,9/30/2018,6578-15,269,,,,CONTRACT REVIEW,Y
OU,181830,2224729,KANE REGIONAL CENTERS,LOVETT MARY B,10/1/2015,9/30/2016,6610-15,269,,,,CONTRACT REVIEW,Y
PI,48586,138498,PURCHASING,BSN SPORTS,10/1/2015,9/30/2016,,269,,,,CONTRACT REVIEW,Y
PI,48173,CITY ONLY,PURCHASING,MSA,10/1/2015,9/30/2016,,269,,,,CONTRACT REVIEW,Y
PI,48581,127340,PURCHASING,EXPORT FUEL CO INC,10/1/2015,9/30/2016,,269,,,,CONTRACT REVIEW,Y
OU,181297,133695,HUMAN SERVICES,+,10/1/2015,9/30/2016,6466-15,268,,,,CONTRACT REVIEW,
OU,181223,139409,HEALTH,MONDA THOMAS A DMD,10/1/2015,9/30/2017,6346-15,269,,,,CONTRACT REVIEW,Y
OU,181311,2218530,,SCHNIPPERT DORIN LEE,10/1/2015,9/30/2016,6507-15,269,,,,CONTRACT REVIEW,Y
PI,48583,199083,PURCHASING,SAL CHEMICAL,10/1/2015,9/30/2017,,269,,,,CONTRACT REVIEW,Y
PI,48581,127340,PURCHASING,EXPORT FUEL CO,10/1/2015,9/30/2016,,269,,,,CONTRACT REVIEW,Y
PI,48154,CITY ONLY,PURCHASING,SPLASH WATER SPORTS,10/1/2015,12/31/2015,,269,,,,CONTRACT REVIEW,Y
PI,48198,1360910,PURCHASING,ATLANTIC TACTICAL,10/1/2015,12/31/2015,,269,,,,CONTRACT REVIEW,Y
PI,3180,CITY ONLY,PURCHASING,DIVE RESCUE,10/1/2015,12/31/2015,,269,,,,CONTRACT REVIEW,Y
OU,180630,133695,HUMAN SERVICES,MERCY LIFE CENTER CORP DBA MER,10/1/2015,9/30/2016,5224-15,268,,,,CONTRACT REVIEW,Y
PI,3210,CITY ONLY,PURCHASING,DON FARR MOVING & STORAGE,10/1/2015,9/30/2016,,268,,,,CONTRACT REVIEW,Y
PI,48576,1421959,PURCHASING,AXYZ AUTOMATION INC,10/1/2015,9/30/2016,,268,,,,CONTRACT REVIEW,Y
OU,180489,777915,HUMAN SERVICES,NAOMI'S PLACE TRANSITIONAL HOU,10/1/2015,9/30/2016,5217-15,268,,,,CONTRACT REVIEW,Y
PI,48559,CITY ONLY,PURCHASING,ZIPCAR,10/1/2015,9/30/2016,,267,,,,CONTRACT REVIEW,Y
PI,48403,CITY ONLY,PURCHASING,CLEANING SERV BY THE KELLYS,10/1/2015,9/30/2016,,267,,,,CONTRACT REVIEW,Y
OU,179454,121982,HUMAN SERVICES,ALLE-KISKI AREA HOPE CNTR,10/1/2015,9/30/2016,5217-15,265,,,,CONTRACT REVIEW,Y
OU,179417,769080,HUMAN SERVICES,THE SOCIETY OF ST VINCENT DE P,10/1/2015,9/30/2016,5217-15,264,,,,CONTRACT REVIEW,Y
OU,179403,138324,HUMAN SERVICES,SISTERS PLACE,10/1/2015,9/30/2016,5217-15,264,,,,CONTRACT REVIEW,Y
PI,48329,CITY ONLY,PURCHAISNG,K-7 PARKING,10/1/2015,9/30/2016,6218-15,264,,,,CONTRACT REVIEW,Y
PI,48408,CITY ONLY,PURCHASING,E H GRIFFITH INC,10/1/2015,9/30/2016,6219-15,264,,,,CONTRACT REVIEW,Y
PI,48175,1146177,PURCHAISNG,CALCIUM CHLORIDE SALES,10/1/2015,9/30/2016,5902-15,264,,,,CONTRACT REVIEW,Y
OU,178914,128173,NON-DEPT EXPENDITURES,GIANT EAGLE 61,10/1/2015,12/31/2015,6292-15,263,,,,CONTRACT REVIEW,Y
PI,48402,1540346,PURCHASING,POWELL MECHANICAL,10/1/2015,9/30/2016,,257,,,,CONTRACT REVIEW,Y
PI,48579,2215444,PURCHASING,ZONES INC,10/7/2015,9/30/2016,,269,,,,CONTRACT REVIEW,Y
OU,182520,1605959,SHUMAN CENTER,FLORIDA GERALDINE,10/10/2015,12/31/2016,6789-15,270,,,,CONTRACT REVIEW,Y
OU,182067,135297,ADMINISTRATIVE SERVICES,PARKS MOVING & STORAGE,10/13/2015,12/11/2015,6454-15,270,,,,CONTRACT REVIEW,Y
OU,182713,2234078,PUBLIC WORKS CAPITAL,DRENNAN JAMES A OR KATHERINE,10/21/2015,10/21/2015,6747-15,270,,,,CONTRACT REVIEW,Y
OU,48592,1090748,PURCHASING,WOOD REFRIGERATION CO,10/21/2015,1/31/2016,,270,,,,CONTRACT REVIEW,
PI,48587,2112033,PURCHASING,AT&T,10/21/2015,12/31/9999,,269,,,,CONTRACT REVIEW,Y
PI,48483,131510,PURCHASING,STERLING DISTRIBUTION,10/31/2015,10/31/2016,,269,,,,CONTRACT REVIEW,Y
OU,182777,2226718,TREASURER,ASYSCO INC,11/1/2015,10/31/2016,6846-15,270,,,,CONTRACT REVIEW,Y
OU,182345,2221985,HEALTH,SHARMA RAVI,11/1/2015,12/31/2015,6573-15,270,,,,CONTRACT REVIEW,Y
PI,122862,119298,PURCHASING,AVI FOODSYSTEMS,11/1/2015,1/31/2016,,270,,,,CONTRACT REVIEW,Y
OU,180632,133695,HUMAN SERVICES,MERCY LIFE CENTER CORP DBA MER,11/1/2015,10/31/2016,5224-15,268,,,,CONTRACT REVIEW,Y
OU,180457,135835,HUMAN SERVICES,PGH AIDS TASK FORCE,11/1/2015,10/31/2016,5217-15,268,,,,CONTRACT REVIEW,Y
OU,180493,135835,HUMAN SERVICES,PGH AIDS TASK FORCE,11/1/2015,10/31/2016,5217-15,268,,,,CONTRACT REVIEW,Y
OU,180362,140282,HUMAN SERVICES,VETERANS LEADERSHIP PROGRAM OF,11/1/2015,10/31/2016,5223-15,267,,,,CONTRACT REVIEW,Y
OU,179495,127959,HUMAN SERVICES,GAUDENZIA INC,11/1/2015,10/31/2016,5211-15,265,,,,CONTRACT REVIEW,Y
OU,179444,127959,HUMAN SERVICES,GAUDENZIA INC,11/1/2015,10/31/2016,5211-15,265,,,,CONTRACT REVIEW,Y
PI,48483,131510,PURCHASING,STERLING PAPER CO,11/1/2015,10/31/2016,6222-15,264,,,,CONTRACT REVIEW,Y
PI,48957,682005,PURCHASING,COMFORT SUPPLY INC,11/10/2015,11/10/2016,,270,,,,CONTRACT REVIEW,Y
OU,182357,969767,NON-DEPT EXPENDITURES,BAILEY SCOTT E,11/12/2015,11/12/2015,6841-15,270,,,,CONTRACT REVIEW,Y
OS,182359,816761,PUBLIC WORKS CAPITAL,PUGLIANO CONSTRUCTION CO INC,11/17/2015,5/31/2018,6138-15,270,,,,CONTRACT REVIEW,Y
OU,182636,1712456,COURT OF COMMON PLEAS,HILL HOUSE ECONOMIC DEVELOPMEN,12/1/2015,11/30/2025,11/30/2025,270,,,,CONTRACT REVIEW,Y
PI,3269,199083,PURCHASING,SAL CHEMICAL,12/1/2015,11/30/2016,,269,,,,CONTRACT REVIEW,Y
OU,181971,136137,HEALTH,PORT AUTHORITY OF ALLEGHENY CO,12/1/2015,12/31/2015,6446-15,269,,,,CONTRACT REVIEW,Y
PI,48409,CITY ONLY,PURCHASING,RANDALL INDUSTRIES,12/1/2015,11/30/2016,,269,,,,CONTRACT REVIEW,Y
OU,181401,123629,HUMAN SERVICES,BRIDGE TO INDEPENDENCE,12/1/2015,11/30/2016,5224-15,269,,,,CONTRACT REVIEW,Y
OU,180344,140282,HUMAN SERVICES,VETERANS LEADERSHIP PROGRAM OF,12/1/2015,11/30/2016,5223-15,267,,,,CONTRACT REVIEW,Y
OU,180078,124929,HUMAN SERVICES,COMMUNITY HUMAN SERVICES CORP,12/1/2015,11/30/2016,5224-15,266,,,,CONTRACT REVIEW,Y
OU,180094,128308,HUMAN SERVICES,GOODWILL OF SOUTHWESTERN PENNS,12/1/2015,11/30/2016,5211-15,267,,,,CONTRACT REVIEW,Y
OU,180059,124929,HUMAN SERVICES,COMMUNITY HUMAN SERVICES CORP,12/1/2015,11/30/2016,5224-15,267,,,,CONTRACT REVIEW,Y
OU,180059,124929,HUMAN SERVICES,COMMUNITY HUMAN SERVICES CORP,12/1/2015,11/30/2016,5224-15,267,,,,CONTRACT REVIEW,Y
OU,179633,1432070,HUMAN SERVICES,SOJOURNER HOUSE MOMS,12/1/2015,11/30/2016,5211-15,266,,,,CONTRACT REVIEW,Y
OU,179505,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,12/1/2015,11/30/2016,5211-15,265,,,,CONTRACT REVIEW,Y
OU,179493,128308,HUMAN SERVICES,GOODWILL OF SOUTHWESTERN PENNS,12/1/2015,11/30/2016,5211-15,265,,,,CONTRACT REVIEW,Y
OU,179498,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,12/1/2015,11/30/2016,5211-15,265,,,,CONTRACT REVIEW,Y
OU,179483,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,12/1/2015,11/30/2016,5211-15,,,,,CONTRACT REVIEW,Y
OU,179359,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,12/1/2015,11/30/2016,5211-15,264,,,,CONTRACT REVIEW,Y
OU,179355,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,12/1/2015,11/30/2016,5211-15,264,,,,CONTRACT REVIEW,Y
OU,179354,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,12/1/2015,11/30/2016,5211-15,264,,,,CONTRACT REVIEW,Y
OU,179353,138324,HUMAN SERVICES,SISTERS PLACE,12/1/2015,11/30/2016,5217-15,264,,,,CONTRACT REVIEW,Y
OU,179416,769080,HUMAN SERVICES,THE SOCIETY OF ST VINCENT DE P,12/1/2015,11/30/2016,5217-15,264,,,,CONTRACT REVIEW,Y
OU,179407,140681,HUMAN SERVICES,WESTERN PSYCHIATRIC INSTITUTE,12/1/2015,11/30/2016,5211-15,264,,,,CONTRACT REVIEW,Y
OU,178445,129630,FACILITIES MANAGEMENT,HUCKESTEIN MECHANICAL SERVICES,12/1/2015,11/30/2016,5230-15,261,,,,CONTRACT REVIEW,Y
OU,173044,123253,HUMAN SERVICES,BETHLEHEM HAVEN,12/1/2015,11/30/2016,5223-15,253,,,,CONTRACT REVIEW,Y
PI,48415,CITY ONLY,PURCHASING,MOBILEASE MODULAR SPACE INC,12/7/2015,12/6/2016,6778-15,270,,,,CONTRACT REVIEW,Y
PI,48958,127340,PURCHASING,EXPORT FUEL CO INC,12/10/2015,12/9/2016,,270,,,,CONTRACT REVIEW,Y
PI,48484,CITY ONLY,PURCHAISNG,US MUNICIPAL SUPPLY INC,12/15/2015,12/14/2016,6644-15,270,,,,CONTRACT REVIEW,Y
PI,48472,CITY ONLY,PURCHASING,PATH MASTER INC,12/15/2015,12/14/2016,,270,,,,CONTRACT REVIEW,
PI,48471,CITY ONLY,PURCHASING,CHEMUNG SUPPLY,12/15/2015,12/14/2016,,270,,,,CONTRACT REVIEW,
PI,48501,CITY ONLY,PURCHASING,LIGHTLE ENTERPRISES,12/15/2015,12/14/2016,,270,,,,CONTRACT REVIEW,
PI,48501,CITY ONLY,PURCHASING,LIGHTLE ENTERPRISES,12/15/2015,12/14/2016,,256,,,,CONTRACT REVIEW,Y
PI,48484,CITY ONLY,PURCHASING,US MUNICIPAL SUPPLY INC,12/15/2015,12/14/2016,,256,,,,CONTRACT REVIEW,Y
PI,48164,CITY ONLY,PURCHASING,SERVICE MASTER PROFESSIONALA CLEANING SERVICE,1/1/2016,3/31/2016,,270,,,,CONTRACT REVIEW,Y
PI,48539,CITY ONLY,PURCHASING,JEFFERSON HILLS LAWN EQUIPMENT,1/1/2016,12/31/2016,,270,,,,CONTRACT REVIEW,Y
PI,48258,CITY ONLY,PURCHASING,PLANTSCAPE INC,1/1/2016,12/31/2016,6781-15,270,,,,CONTRACT REVIEW,Y
PI,48165,CITY ONLY,PURCHASING,SERVICE MASTER PROFESSIONAL CLEANING SERVICE,1/1/2016,3/31/2016,6744-15,270,,,,CONTRACT REVIEW,Y
PI,48469,CITY ONLE,PURCHASING,FLETCHER SALES AND SERVICE INC,1/1/2016,12/31/2016,6630-15,270,,,,CONTRACT REVIEW,Y
PI,48467,CITY ONLY,PURCHASING,EH GRIFFITH,1/1/2016,12/31/2016,6630-15,270,,,,CONTRACT REVIEW,Y
OU,182367,1596167,TREASURER,SLIP STREAM SOLUTIONS INC,1/1/2016,12/31/2018,6344-15,270,,,,CONTRACT REVIEW,Y
OU,182358,139940,NON-DEPT EXPENDITURES,THE UNITED WAY OS SOUTHWESTERN,1/1/2016,12/31/2017,6678-15,270,,,,CONTRACT REVIEW,Y
OJ,182135,1068564,HEALTH,PA DEPARTMENT OF HEALTH DIVISI,1/1/2016,7/31/2017,6447-15,270,,,,CONTRACT REVIEW,
PI,48425,CITY ONLY,PURCHASING,PLAVCHAK CONST CO,1/1/2016,12/31/2016,,269,,,,CONTRACT REVIEW,Y
PI,48325,2117376,PURCHASING,ALLEGHENY MINERAL,1/1/2016,12/31/2016,,269,,,,CONTRACT REVIEW,Y
PI,48315,2087708,PURCHASING,GEARHART BROTHERS SERV,1/1/2016,12/31/2016,,269,,,,CONTRACT REVIEW,Y
OU,180484,1192311,TREASURER,NORTON TECHNOLOGIES USA INC,1/1/2016,12/31/2018,6478-15,268,,,,CONTRACT REVIEW,Y
PI,48385,2136914,PURCHASING,72 HOURS LLC,1/17/2016,1/17/2017,,269,,,,CONTRACT REVIEW,Y
PI,48463,CITY ONLY,PURCHASING,MICHAEL FACCHIANO CONTRACTING,2/1/2016,1/31/2017,,270,,,,CONTRACT REVIEW,Y
PI,48588,CITY ONLY,PURCHASING,LASLIE SWIMMING POOL,4/1/2016,3/31/2016,,269,,,,CONTRACT REVIEW,Y
OJ,179013,555555,HEALTH,DEFAULT VENDOR,6/4/2016,3/13/2016,3/13/2016,263,,,,CONTRACT REVIEW,Y
OJ,177588,555555,PARKS,UNITED STATES GOLF ASSOC,6/30/2016,6/24/2016,5688-15,268,,,,CONTRACT REVIEW,Y
PI,48314,129630,PURCHASING,8162012,8/16/2016,,263,,,,,CONTRACT REVIEW,Y
PI,47526,141068,PURCHASING,XPEDX,10/21/2016,10/21/2016,,269,,,,CONTRACT REVIEW,Y
PI,48546,136347,PURCHASING,3012015,2/28/2017,,263,,,,,CONTRACT REVIEW,Y
OJ,160224,136065,PARKS,PLUM BORO,1/24/2020,1/24/2024,5309-14,230,,,,CONTRACT REVIEW,Y
PI,47495,199068,PURCHASING,"MARKL SUPPLY CO, INC",2/20/3201,12/7/2011,,189,,,,CONTRACT REVIEW,Y
